"","geneid","bird_id","sex","tissue","stage","counts","manip","timept"
"1866","prlr","y140.w119.x","female","pituitary","inc.d9",101.2988,"n",6
"1867","prl","y146.r32.x","female","gonad","inc.prolong",72.37532,"y",15
"1868","prlr","y146.r32.x","female","gonad","inc.prolong",15.39569,"y",15
"1869","prl","y146.r32.x","female","hypothalamus","inc.prolong",46.35479,"y",15
"1870","prlr","y146.r32.x","female","hypothalamus","inc.prolong",142.0125,"y",15
"1871","prl","y146.r32.x","female","pituitary","inc.prolong",399204.1,"y",15
"1872","prlr","y146.r32.x","female","pituitary","inc.prolong",34.79293,"y",15
"1873","prl","y148.w81.g145","male","gonad","m.inc.d17",593.3177,"y",10
"1874","prlr","y148.w81.g145","male","gonad","m.inc.d17",45.12333,"y",10
"1875","prl","y148.w81.g145","male","hypothalamus","m.inc.d17",77.08522,"y",10
"1876","prlr","y148.w81.g145","male","hypothalamus","m.inc.d17",245.7748,"y",10
"1877","prl","y148.w81.g145","male","pituitary","m.inc.d17",232817.7,"y",10
"1878","prlr","y148.w81.g145","male","pituitary","m.inc.d17",154.7891,"y",10
"1879","prl","y149.r52.x","male","gonad","inc.d3",366.0845,"n",4
"1880","prlr","y149.r52.x","male","gonad","inc.d3",31.70983,"n",4
"1881","prl","y149.r52.x","male","hypothalamus","inc.d3",70.3387,"n",4
"1882","prlr","y149.r52.x","male","hypothalamus","inc.d3",287.8244,"n",4
"1883","prl","y149.r52.x","male","pituitary","inc.d3",11981.39,"n",4
"1884","prlr","y149.r52.x","male","pituitary","inc.d3",95.80248,"n",4
"1885","prl","y15.x","female","gonad","hatch",146.5537,"n",11
"1886","prlr","y15.x","female","gonad","hatch",14.26463,"n",11
"1887","prl","y15.x","female","hypothalamus","hatch",263.3405,"n",11
"1888","prlr","y15.x","female","hypothalamus","hatch",150.738,"n",11
"1889","prl","y15.x","female","pituitary","hatch",214721.9,"n",11
"1890","prlr","y15.x","female","pituitary","hatch",37.41517,"n",11
"1891","prl","y18.x","male","gonad","m.inc.d3",489.9779,"y",5
"1892","prlr","y18.x","male","gonad","m.inc.d3",50.75723,"y",5
"1893","prl","y18.x","male","hypothalamus","m.inc.d3",132.64,"y",5
"1894","prlr","y18.x","male","hypothalamus","m.inc.d3",265.8902,"y",5
"1895","prl","y18.x","male","pituitary","m.inc.d3",48177.01,"y",5
"1896","prlr","y18.x","male","pituitary","m.inc.d3",138.6867,"y",5
"1897","prl","y4.x","male","gonad","m.inc.d17",223.7716,"y",10
"1898","prlr","y4.x","male","gonad","m.inc.d17",27.16168,"y",10
"1899","prl","y4.x","male","hypothalamus","m.inc.d17",74.97127,"y",10
"1900","prlr","y4.x","male","hypothalamus","m.inc.d17",122.8323,"y",10
"1901","prl","y4.x","male","pituitary","m.inc.d17",434234.6,"y",10
"1902","prlr","y4.x","male","pituitary","m.inc.d17",59.88369,"y",10
"1903","prl","y55.x","male","gonad","m.inc.d8",420.7073,"y",7
"1904","prlr","y55.x","male","gonad","m.inc.d8",27.04362,"y",7
"1905","prl","y55.x","male","hypothalamus","m.inc.d8",47.74331,"y",7
"1906","prlr","y55.x","male","hypothalamus","m.inc.d8",180.5875,"y",7
"1907","prl","y55.x","male","pituitary","m.inc.d8",66909.94,"y",7
"1908","prlr","y55.x","male","pituitary","m.inc.d8",100.819,"y",7
"1909","prl","y63.x","male","gonad","m.inc.d9",338.4331,"y",8
"1910","prlr","y63.x","male","gonad","m.inc.d9",60.66765,"y",8
"1911","prl","y63.x","male","hypothalamus","m.inc.d9",123.3992,"y",8
"1912","prlr","y63.x","male","hypothalamus","m.inc.d9",110.5144,"y",8
"1913","prl","y63.x","male","pituitary","m.inc.d9",30314.98,"y",8
"1914","prlr","y63.x","male","pituitary","m.inc.d9",135.8168,"y",8
"1915","prl","y6.o54","female","gonad","n5",267.8099,"n",17
"1916","prlr","y6.o54","female","gonad","n5",40.96918,"n",17
"1917","prl","y6.o54","female","hypothalamus","n5",55.17758,"n",17
"1918","prlr","y6.o54","female","hypothalamus","n5",164.2061,"n",17
"1919","prl","y6.o54","female","pituitary","n5",260213.6,"n",17
"1920","prlr","y6.o54","female","pituitary","n5",72.63087,"n",17
"1921","prl","y7.g58","female","gonad","hatch",140.3738,"n",11
"1922","prlr","y7.g58","female","gonad","hatch",21.88364,"n",11
"1923","prl","y7.g58","female","hypothalamus","hatch",209.0639,"n",11
"1924","prlr","y7.g58","female","hypothalamus","hatch",114.9414,"n",11
"1925","prl","y7.g58","female","pituitary","hatch",608175.6,"n",11
"1926","prlr","y7.g58","female","pituitary","hatch",113.1507,"n",11
"1927","prl","y85.r71.x","female","gonad","m.inc.d17",105.6539,"y",10
"1928","prlr","y85.r71.x","female","gonad","m.inc.d17",27.67404,"y",10
"1929","prl","y85.r71.x","female","hypothalamus","m.inc.d17",63.41936,"y",10
"1930","prlr","y85.r71.x","female","hypothalamus","m.inc.d17",193.4212,"y",10
"1931","prl","y85.r71.x","female","pituitary","m.inc.d17",271940.8,"y",10
"1932","prlr","y85.r71.x","female","pituitary","m.inc.d17",58.06711,"y",10
"1933","prl","y94.g133.x","female","gonad","n5",119.4993,"n",17
"1934","prlr","y94.g133.x","female","gonad","n5",22.36237,"n",17
"1935","prl","y94.g133.x","female","hypothalamus","n5",384.9952,"n",17
"1936","prlr","y94.g133.x","female","hypothalamus","n5",122.4028,"n",17
"1937","prl","y94.g133.x","female","pituitary","n5",382072.2,"n",17
"1938","prlr","y94.g133.x","female","pituitary","n5",60.45191,"n",17
"1939","prl","y95.g131.x","male","gonad","inc.d9",409.4463,"n",6
"1940","prlr","y95.g131.x","male","gonad","inc.d9",51.61449,"n",6
"1941","prl","y95.g131.x","male","hypothalamus","inc.d9",134.5917,"n",6
"1942","prlr","y95.g131.x","male","hypothalamus","inc.d9",273.0918,"n",6
"1943","prl","y95.g131.x","male","pituitary","inc.d9",39234.38,"n",6
"1944","prlr","y95.g131.x","male","pituitary","inc.d9",98.71849,"n",6
"1945","prl","y97.x","female","gonad","n9",237.7493,"n",18
"1946","prlr","y97.x","female","gonad","n9",37.32511,"n",18
"1947","prl","y97.x","female","hypothalamus","n9",47.50693,"n",18
"1948","prlr","y97.x","female","hypothalamus","n9",118.669,"n",18
"1949","prl","y97.x","female","pituitary","n9",198011,"n",18
"1950","prlr","y97.x","female","pituitary","n9",90.17818,"n",18
"1951","prl","y98.g54","female","gonad","m.hatch",312.4659,"y",16
"1952","prlr","y98.g54","female","gonad","m.hatch",50.59376,"y",16
"1953","prl","y98.g54","female","hypothalamus","m.hatch",56.34569,"y",16
"1954","prlr","y98.g54","female","hypothalamus","m.hatch",194.7184,"y",16
"1955","prl","y98.g54","female","pituitary","m.hatch",243362,"y",16
"1956","prlr","y98.g54","female","pituitary","m.hatch",48.87534,"y",16
"1957","prl","y98.o50.x","male","gonad","inc.d3",251.4139,"n",4
"1958","prlr","y98.o50.x","male","gonad","inc.d3",22.30046,"n",4
"1959","prl","y98.o50.x","male","hypothalamus","inc.d3",200.4153,"n",4
"1960","prlr","y98.o50.x","male","hypothalamus","inc.d3",155.9133,"n",4
"1961","prl","y98.o50.x","male","pituitary","inc.d3",62490.71,"n",4
"1962","prlr","y98.o50.x","male","pituitary","inc.d3",71.71333,"n",4
"1963","prl","y.s156.o.r","female","gonad","lay",192.0915,"n",3
"1964","prlr","y.s156.o.r","female","gonad","lay",71.72326,"n",3
"1965","prl","y.s156.o.r","female","hypothalamus","lay",97.73732,"n",3
"1966","prlr","y.s156.o.r","female","hypothalamus","lay",152.1301,"n",3
"1967","prl","y.s156.o.r","female","pituitary","lay",51339.37,"n",3
"1968","prlr","y.s156.o.r","female","pituitary","lay",52.34057,"n",3
"1969","prl","y.w.blk","male","gonad","m.inc.d9",338.5987,"y",8
"1970","prlr","y.w.blk","male","gonad","m.inc.d9",12.40714,"y",8
"1971","prl","y.w.blk","male","hypothalamus","m.inc.d9",46.17932,"y",8
"1972","prlr","y.w.blk","male","hypothalamus","m.inc.d9",247.3567,"y",8
"1973","prl","y.w.blk","male","pituitary","m.inc.d9",33828.82,"y",8
"1974","prlr","y.w.blk","male","pituitary","m.inc.d9",69.09835,"y",8
"1975","prl","Genbankid",NA,NA,NA,NA,"n",NA
"1976","prlr","Genbankid",NA,NA,NA,NA,"n",NA
