"gene","padj","logpadj","lfc","tissue","direction","row.names","geneid","entrezid"
"NP_001006327.1",0.00434660790397179,2.36184953460136,0.492950380299177,"pituitary","bldg",NA,NA,NA
"XP_015144396.1",0.0432196355810786,1.36431889931751,0.492863689384107,"pituitary","bldg",NA,NA,NA
"NP_990111.1",0.00386887561228036,2.41241523300004,0.492736254434104,"pituitary","bldg",NA,NA,NA
"NP_001032919.1",4.42030376929243e-05,4.35454788431735,0.49227769464079,"pituitary","bldg",NA,NA,NA
"XP_422391.2",0.0356058293144368,1.44847889439104,0.492140893432478,"pituitary","bldg",NA,NA,NA
"NP_001012805.2",0.000304574166393805,3.51630693576167,0.49211351059123,"pituitary","bldg",NA,NA,NA
"XP_004937799.2",6.78607526260016e-06,5.16838132801677,0.491645156725058,"pituitary","bldg",NA,NA,NA
"XP_015144137.1",0.000121021953024971,3.91713584280068,0.491492472571431,"pituitary","bldg",NA,NA,NA
"XP_015155836.1",0.0304658532061109,1.51618665481123,0.491297697377969,"pituitary","bldg",NA,NA,NA
"NP_989591.2",4.38619229641404e-05,4.35791233220231,0.491247307130317,"pituitary","bldg",NA,NA,NA
"NP_001268415.1",0.000240061526634759,3.61967743639889,0.490858584645827,"pituitary","bldg",NA,NA,NA
"NP_001135728.1",0.00866079413045931,2.06244228458033,0.490422552186151,"pituitary","bldg",NA,NA,NA
"NP_001264611.1",0.0146198903443959,1.83505588476546,0.490100612649906,"pituitary","bldg",NA,NA,NA
"XP_001233717.4",2.83948571016068e-06,5.5467603125815,0.489246402377702,"pituitary","bldg",NA,NA,NA
"XP_423848.4",0.000255169267238854,3.59317163352577,0.488071179939284,"pituitary","bldg",NA,NA,NA
"NP_001026459.1",0.000461471101965738,3.33585548997885,0.487970276193236,"pituitary","bldg",NA,NA,NA
"XP_004936972.2",0.0951905879268225,1.02140599083318,0.487459170079377,"pituitary","bldg",NA,NA,NA
"NP_001186490.1",8.44583010443783e-07,6.07335765905216,0.48736336662998,"pituitary","bldg",NA,NA,NA
"NP_989969.2",0.000369606280846836,3.43226065727351,0.487311511014314,"pituitary","bldg",NA,NA,NA
"XP_015137152.1",0.00044490110245734,3.35173651807631,0.486622239160307,"pituitary","bldg",NA,NA,NA
"XP_423666.4",0.0233440629156771,1.63182355496165,0.486599872917771,"pituitary","bldg",NA,NA,NA
"NP_001025815.1",5.39078945057889e-06,5.26834763018907,0.486272882410862,"pituitary","bldg",NA,NA,NA
"XP_419780.4",0.0287776458136155,1.54094473687525,0.48598948461807,"pituitary","bldg",NA,NA,NA
"XP_424124.3",2.60801104155652e-07,6.58369057426032,0.485820539223396,"pituitary","bldg",NA,NA,NA
"XP_015155452.1",0.000853899103962163,3.0685934421695,0.48581253732222,"pituitary","bldg",NA,NA,NA
"XP_015155509.1",0.000788171283186397,3.10337939258749,0.485720245233032,"pituitary","bldg",NA,NA,NA
"XP_015154510.1",0.036336982893012,1.43965113556715,0.485717915903612,"pituitary","bldg",NA,NA,NA
"XP_004944890.1",0.0750629381067299,1.12457444047493,0.485565335429447,"pituitary","bldg",NA,NA,NA
"XP_015143606.1",0.00263354114469303,2.57945989212573,0.485493821216498,"pituitary","bldg",NA,NA,NA
"XP_416608.1",1.17861821153369e-08,7.92862685264569,0.485382201367229,"pituitary","bldg",NA,NA,NA
"XP_004948773.1",0.0450276637455286,1.34652058576517,0.48486068519946,"pituitary","bldg",NA,NA,NA
"XP_015155834.1",0.0415614644610754,1.38130915803116,0.484326968983243,"pituitary","bldg",NA,NA,NA
"NP_001025927.1",3.68473183164426e-06,5.43359411384972,0.484081736550715,"pituitary","bldg",NA,NA,NA
"XP_015158129.1",0.0250715532601374,1.60081875932418,0.483403102544228,"pituitary","bldg",NA,NA,NA
"XP_004948345.1",0.000322433709590472,3.49155956015534,0.482953656158125,"pituitary","bldg",NA,NA,NA
"XP_015130397.1",0.0640579449322227,1.19342699821843,0.482523776004542,"pituitary","bldg",NA,NA,NA
"XP_015141293.1",0.0851850429392976,1.06963665334561,0.482491359588551,"pituitary","bldg",NA,NA,NA
"XP_001232879.3",0.0046879665635715,2.32901549453864,0.48117161883418,"pituitary","bldg",NA,NA,NA
"XP_015129487.1",0.0980650472007997,1.00848575829515,0.481076906908693,"pituitary","bldg",NA,NA,NA
"XP_004945438.1",0.00251053155748667,2.60023431515552,0.480817778338579,"pituitary","bldg",NA,NA,NA
"XP_015150353.1",0.00101465948126058,2.99367968210726,0.480781017082268,"pituitary","bldg",NA,NA,NA
"XP_015143302.1",7.23394944720072e-05,4.14062453053134,0.48066691328117,"pituitary","bldg",NA,NA,NA
"XP_015138131.1",0.000800720192880308,3.09651921914375,0.480546435582324,"pituitary","bldg",NA,NA,NA
"XP_416660.4",0.000117169087989721,3.93118695048721,0.480424311816415,"pituitary","bldg",NA,NA,NA
"XP_004945321.1",0.00391713875345268,2.40703104453803,0.480373803861869,"pituitary","bldg",NA,NA,NA
"NP_001186453.1",0.00902401210563964,2.04460033075779,0.480262712169029,"pituitary","bldg",NA,NA,NA
"XP_426717.2",0.0097601005927605,2.01054570624154,0.479840950881044,"pituitary","bldg",NA,NA,NA
"XP_015130996.1",1.82218231234728e-05,4.73940817330958,0.479656023817504,"pituitary","bldg",NA,NA,NA
"XP_015137907.1",0.00220368827950738,2.65684983816159,0.479593160434599,"pituitary","bldg",NA,NA,NA
"XP_015130266.1",0.000930164462393591,3.03144025704251,0.47911086333435,"pituitary","bldg",NA,NA,NA
"NP_989774.1",0.00170436794080354,2.768436643483,0.478865450972669,"pituitary","bldg",NA,NA,NA
"XP_015148812.1",0.000515703869542834,3.28759960988707,0.478817712675058,"pituitary","bldg",NA,NA,NA
"NP_989518.2",0.00611460987422089,2.21363124670259,0.477616874746263,"pituitary","bldg",NA,NA,NA
"NP_990851.1",0.00632593085816871,2.19887555919233,0.477533809437073,"pituitary","bldg",NA,NA,NA
"XP_015137748.1",6.42150675517565e-05,4.19236305624884,0.477416717765575,"pituitary","bldg",NA,NA,NA
"XP_015129655.1",0.00535934514189242,2.27088827348584,0.47679743027946,"pituitary","bldg",NA,NA,NA
"XP_015139894.1",0.0303524144629148,1.51780675611382,0.47601196682997,"pituitary","bldg",NA,NA,NA
"XP_015150189.1",3.7737784523646e-05,4.42322359959763,0.475056007064088,"pituitary","bldg",NA,NA,NA
"XP_015148149.1",0.00581081440273556,2.23576299569443,0.47489432891571,"pituitary","bldg",NA,NA,NA
"XP_015139879.1",1.62348274032106e-07,6.78955232411415,0.474289275749144,"pituitary","bldg",NA,NA,NA
"NP_989565.1",1.09274183128013e-06,5.96148243136608,0.474119141250572,"pituitary","bldg",NA,NA,NA
"XP_001231425.1",0.000308798491419057,3.51032483000074,0.473659581242748,"pituitary","bldg",NA,NA,NA
"NP_001269168.1",0.000245565960078284,3.60983183449642,0.473590121362157,"pituitary","bldg",NA,NA,NA
"XP_015136804.1",0.00197910510043813,2.70353114195918,0.473371598798761,"pituitary","bldg",NA,NA,NA
"NP_001106762.1",0.0172524942766715,1.76314810799444,0.473110867123397,"pituitary","bldg",NA,NA,NA
"XP_414620.2",5.36754434888693e-05,4.270224358555,0.472809964469147,"pituitary","bldg",NA,NA,NA
"NP_001012838.1",2.22686899719037e-07,6.65230533099954,0.472639738447943,"pituitary","bldg",NA,NA,NA
"XP_015143190.1",0.0744321134317787,1.12823964943849,0.472169545079527,"pituitary","bldg",NA,NA,NA
"XP_015151505.1",0.0955146912394279,1.01992982387691,0.471745486537317,"pituitary","bldg",NA,NA,NA
"NP_001186379.1",0.000210197277752921,3.67737291278228,0.471446242062528,"pituitary","bldg",NA,NA,NA
"XP_015152913.1",0.00028748374851831,3.54138670098586,0.471443493541641,"pituitary","bldg",NA,NA,NA
"XP_015142986.1",0.0785888391960494,1.10463912596736,0.47140291253458,"pituitary","bldg",NA,NA,NA
"XP_015132652.1",0.000103368594734874,3.98561138778991,0.471364755337648,"pituitary","bldg",NA,NA,NA
"XP_015138599.1",0.00260441767850877,2.58428936537062,0.470693205506138,"pituitary","bldg",NA,NA,NA
"XP_422450.1",0.00732138510099756,2.13540674888491,0.470658350274127,"pituitary","bldg",NA,NA,NA
"XP_421989.1",1.31401070235765e-08,7.88140109751905,0.470265946999206,"pituitary","bldg",NA,NA,NA
"XP_419561.1",0.00296947230866958,2.52732072031054,0.469695887757997,"pituitary","bldg",NA,NA,NA
"XP_015151320.1",0.000224703056279829,3.64839102052062,0.469556289698776,"pituitary","bldg",NA,NA,NA
"XP_015134270.1",6.76565832135785e-05,4.16968993869344,0.469161061309749,"pituitary","bldg",NA,NA,NA
"XP_015147169.1",5.13692890359947e-11,10.28929644498,0.469091698878558,"pituitary","bldg",NA,NA,NA
"XP_015133812.1",0.00207063626560287,2.68389618392417,0.468979515637108,"pituitary","bldg",NA,NA,NA
"NP_001012549.1",5.54575084082565e-09,8.25603964627732,0.467606979056176,"pituitary","bldg",NA,NA,NA
"XP_015146806.1",0.0899436441381335,1.04602952062597,0.467129851998518,"pituitary","bldg",NA,NA,NA
"XP_015132845.1",0.0441787993987189,1.35478609067364,0.466871159346955,"pituitary","bldg",NA,NA,NA
"XP_015151081.1",0.00571804545611889,2.24275239650109,0.466812675263761,"pituitary","bldg",NA,NA,NA
"XP_015151962.1",0.074084392650881,1.13027327514522,0.466710671131583,"pituitary","bldg",NA,NA,NA
"XP_015155008.1",0.00032462743875071,3.48861477473038,0.466481572964783,"pituitary","bldg",NA,NA,NA
"XP_015151961.1",0.00875996435768546,2.05749766087439,0.466468861628321,"pituitary","bldg",NA,NA,NA
"XP_004940090.1",0.0118874927618975,1.92490973448935,0.464837651265725,"pituitary","bldg",NA,NA,NA
"XP_004939179.1",0.0110574222496243,1.95634610569364,0.464648912044774,"pituitary","bldg",NA,NA,NA
"XP_015142590.1",0.0106774279987502,1.97153334847533,0.464180936269958,"pituitary","bldg",NA,NA,NA
"XP_015136715.1",0.0156659618377003,1.80504293573394,0.463908228265951,"pituitary","bldg",NA,NA,NA
"XP_015139759.1",0.00449171912365916,2.34758740887958,0.463906016243069,"pituitary","bldg",NA,NA,NA
"XP_015155498.1",0.0805164817223586,1.09411521045934,0.463384041351081,"pituitary","bldg",NA,NA,NA
"XP_015148406.1",6.19172735001075e-06,5.20818817587052,0.463314493076924,"pituitary","bldg",NA,NA,NA
"XP_420586.2",0.00485215426140593,2.31406540034207,0.462719278691015,"pituitary","bldg",NA,NA,NA
"NP_990138.1",3.23994562295431e-06,5.48946227863569,0.46269881970931,"pituitary","bldg",NA,NA,NA
"NP_990087.1",0.000381796368277612,3.41816820701751,0.462664212776084,"pituitary","bldg",NA,NA,NA
"XP_015140250.1",0.00966596319631735,2.01475486279394,0.462283513013573,"pituitary","bldg",NA,NA,NA
"XP_015150120.1",0.000222612902864109,3.65244966713391,0.462243653409281,"pituitary","bldg",NA,NA,NA
"NP_001258821.1",8.26148650638507e-05,4.08294180214252,0.461086614961526,"pituitary","bldg",NA,NA,NA
"XP_015150611.1",5.49381287442634e-05,4.26012613723218,0.460660796668144,"pituitary","bldg",NA,NA,NA
"XP_015146067.1",1.0037050241238e-05,4.99839390194985,0.460387263703806,"pituitary","bldg",NA,NA,NA
"XP_015133819.1",0.0566735743773806,1.24661939573297,0.460307971835853,"pituitary","bldg",NA,NA,NA
"NP_989994.1",0.0226494301993083,1.64494271923212,0.459586517761578,"pituitary","bldg",NA,NA,NA
"XP_015139928.1",0.0207577961156303,1.68281875803114,0.459502408178531,"pituitary","bldg",NA,NA,NA
"NP_001006453.1",0.0105323914584937,1.97747300779761,0.459448607669601,"pituitary","bldg",NA,NA,NA
"XP_004937143.1",0.0139313785544039,1.85600590662356,0.459397442346958,"pituitary","bldg",NA,NA,NA
"XP_415584.4",8.57411861047135e-07,6.06681051295078,0.459170479607416,"pituitary","bldg",NA,NA,NA
"XP_015152940.1",0.0320628231309644,1.49399824067744,0.458543003322291,"pituitary","bldg",NA,NA,NA
"XP_015158188.1",0.0222990113498635,1.65171439142793,0.458501302198926,"pituitary","bldg",NA,NA,NA
"XP_015144852.1",0.000441997417689392,3.35458026795074,0.458324782989992,"pituitary","bldg",NA,NA,NA
"NP_001025764.2",9.37001419522048e-09,8.02825975117185,0.458275753356274,"pituitary","bldg",NA,NA,NA
"XP_422445.3",0.00667855018873522,2.17531780599306,0.458019155226371,"pituitary","bldg",NA,NA,NA
"XP_001233774.4",0.000563014971581821,3.24948005632287,0.45754295666187,"pituitary","bldg",NA,NA,NA
"XP_015135336.1",0.0403331680546762,1.39433766406658,0.457263807638638,"pituitary","bldg",NA,NA,NA
"NP_001034383.1",0.00198433262774722,2.70238552659368,0.457014967077912,"pituitary","bldg",NA,NA,NA
"NP_990142.1",0.0107809211442712,1.96734413054232,0.456999651525605,"pituitary","bldg",NA,NA,NA
"NP_001006514.2",0.00351751867191416,2.45376358853778,0.456918995971696,"pituitary","bldg",NA,NA,NA
"NP_001072954.1",0.0726821207594924,1.1385724090923,0.456851730681788,"pituitary","bldg",NA,NA,NA
"XP_001234069.1",0.0801033589482623,1.09634927240378,0.456802149631854,"pituitary","bldg",NA,NA,NA
"XP_015151602.1",0.00107366783282934,2.96913005819143,0.456414012268971,"pituitary","bldg",NA,NA,NA
"XP_015142322.1",0.00739304737110008,2.13117651104292,0.456294135109917,"pituitary","bldg",NA,NA,NA
"NP_001026101.1",0.000176189174828578,3.75402077842475,0.456193962347203,"pituitary","bldg",NA,NA,NA
"XP_015128059.1",0.0398556759764834,1.39950982057326,0.455992425077542,"pituitary","bldg",NA,NA,NA
"NP_989430.1",0.00957352862813104,2.01892795968688,0.455895531694939,"pituitary","bldg",NA,NA,NA
"NP_001072962.1",0.000457778567886429,3.33934454382954,0.45539288657789,"pituitary","bldg",NA,NA,NA
"XP_015141516.1",0.000128566425671358,3.89087242992957,0.455260134402396,"pituitary","bldg",NA,NA,NA
"XP_004941585.1",0.0227848649584365,1.64235354105475,0.455196649788462,"pituitary","bldg",NA,NA,NA
"XP_015132108.1",0.0021029987391467,2.67716098769494,0.455130258308411,"pituitary","bldg",NA,NA,NA
"XP_015132114.1",0.0328154254319199,1.48392196100823,0.454896539010887,"pituitary","bldg",NA,NA,NA
"XP_015142389.1",0.0242889965227286,1.61459042729631,0.454821187136142,"pituitary","bldg",NA,NA,NA
"XP_429403.3",0.000337849761208151,3.47127638369777,0.454551520117457,"pituitary","bldg",NA,NA,NA
"XP_015129654.1",0.00517871839563648,2.28577770407117,0.45425262655098,"pituitary","bldg",NA,NA,NA
"XP_422056.3",0.0132372637997017,1.87820177618768,0.454182265292018,"pituitary","bldg",NA,NA,NA
"XP_015132945.1",0.0692378498976498,1.15965642710636,0.454102318930399,"pituitary","bldg",NA,NA,NA
"XP_015152898.1",8.15232077213965e-05,4.08871874033266,0.454073423078829,"pituitary","bldg",NA,NA,NA
"XP_004949628.1",0.0593354573478199,1.22668570581649,0.453087427600709,"pituitary","bldg",NA,NA,NA
"XP_004946945.2",0.000205727194029496,3.68670829733615,0.45288929430296,"pituitary","bldg",NA,NA,NA
"XP_426439.1",9.18360514190588e-12,11.0369867974611,0.452796424480611,"pituitary","bldg",NA,NA,NA
"XP_015131232.1",0.0335755788822429,1.47397649084997,0.451270086276621,"pituitary","bldg",NA,NA,NA
"NP_001026081.1",0.000544837810732804,3.26373276081846,0.451269757498612,"pituitary","bldg",NA,NA,NA
"XP_415310.4",0.0598360612789812,1.22303700172618,0.450827708780699,"pituitary","bldg",NA,NA,NA
"XP_015149312.1",7.11348939321857e-06,5.14791731172069,0.450648680031333,"pituitary","bldg",NA,NA,NA
"NP_001264451.1",1.1550837747005e-05,4.93738651657638,0.450249539998824,"pituitary","bldg",NA,NA,NA
"XP_015151930.1",0.00251053155748667,2.60023431515552,0.450164039173883,"pituitary","bldg",NA,NA,NA
"XP_417765.3",0.000283991154624436,3.54669518656431,0.450075614110238,"pituitary","bldg",NA,NA,NA
"XP_015145945.1",2.94649550176114e-06,5.5306942175798,0.44962451590647,"pituitary","bldg",NA,NA,NA
"NP_001001529.1",0.00710776309633463,2.14826705577799,0.449088122632863,"pituitary","bldg",NA,NA,NA
"XP_003642568.2",0.0238522094035638,1.62247138654695,0.449077511423753,"pituitary","bldg",NA,NA,NA
"XP_004946338.1",0.0616073113353732,1.21036774426114,0.448735475214961,"pituitary","bldg",NA,NA,NA
"XP_015132873.1",0.0075780266923269,2.12044386932892,0.448735358118112,"pituitary","bldg",NA,NA,NA
"XP_003641695.1",0.0380943042298533,1.41913995415278,0.448245960014065,"pituitary","bldg",NA,NA,NA
"NP_001185929.1",0.0031448026755498,2.50240659969674,0.447821780881286,"pituitary","bldg",NA,NA,NA
"XP_004944993.1",0.00143214195085912,2.84401393355087,0.447595410409384,"pituitary","bldg",NA,NA,NA
"XP_015149544.1",9.29922186831051e-07,6.03155339041783,0.447196276915646,"pituitary","bldg",NA,NA,NA
"XP_015147042.1",0.000865419836505942,3.06277315445005,0.446512595721274,"pituitary","bldg",NA,NA,NA
"NP_001026129.2",0.0790275794241673,1.10222132008313,0.446112683357884,"pituitary","bldg",NA,NA,NA
"XP_004944995.1",0.0066871414769289,2.1747594885244,0.446028773774288,"pituitary","bldg",NA,NA,NA
"XP_015149225.1",0.00957352862813104,2.01892795968688,0.44577926102867,"pituitary","bldg",NA,NA,NA
"XP_004942570.1",0.0375879291896624,1.42495159996524,0.445021675348448,"pituitary","bldg",NA,NA,NA
"XP_421634.4",0.00105574098276075,2.97644261926036,0.444981722942287,"pituitary","bldg",NA,NA,NA
"XP_015143929.1",0.0545100028043045,1.26352379562973,0.444537817963447,"pituitary","bldg",NA,NA,NA
"NP_001025832.1",0.000542618390949476,3.26550549079462,0.444095108678276,"pituitary","bldg",NA,NA,NA
"XP_422258.3",0.000435178978020357,3.36133209205589,0.444088436417888,"pituitary","bldg",NA,NA,NA
"NP_001026437.1",0.000233805886443108,3.63114455896726,0.444086121116414,"pituitary","bldg",NA,NA,NA
"XP_015144236.1",0.00958957861044987,2.01820047637232,0.443944645819998,"pituitary","bldg",NA,NA,NA
"NP_001161207.1",0.000140919718123268,3.85102823419383,0.443764814897431,"pituitary","bldg",NA,NA,NA
"XP_003643828.3",0.0145344219083534,1.83760223716531,0.443596623693658,"pituitary","bldg",NA,NA,NA
"XP_015131436.1",0.00242551231340281,2.61519651628454,0.443326193469562,"pituitary","bldg",NA,NA,NA
"XP_015129358.1",0.0536096314953302,1.2707571780404,0.443137448860297,"pituitary","bldg",NA,NA,NA
"XP_015128063.1",0.0260544856565301,1.58411749585111,0.443072777127163,"pituitary","bldg",NA,NA,NA
"XP_015147373.1",0.03773558535768,1.42324890880658,0.442921431210735,"pituitary","bldg",NA,NA,NA
"NP_001292573.1",3.07009549840741e-06,5.51284811514616,0.442372244520509,"pituitary","bldg",NA,NA,NA
"XP_004940856.2",1.19456903457745e-06,5.92278874715335,0.442129402417458,"pituitary","bldg",NA,NA,NA
"XP_015151889.1",1.84573828323762e-12,11.7338298798018,0.441053645490685,"pituitary","bldg",NA,NA,NA
"XP_015133692.1",0.00315067878233837,2.50159587171302,0.440817459605218,"pituitary","bldg",NA,NA,NA
"XP_004937771.1",0.0101579856561048,1.99319240476583,0.440400211006563,"pituitary","bldg",NA,NA,NA
"XP_015129127.1",0.0998760041803905,1.00053884114168,0.439216069291092,"pituitary","bldg",NA,NA,NA
"NP_001005345.2",0.0176663295990122,1.75285367123315,0.43916371926844,"pituitary","bldg",NA,NA,NA
"NP_001026051.1",0.00011087976383715,3.95514770773526,0.439128142261316,"pituitary","bldg",NA,NA,NA
"XP_423665.5",0.0259383469710198,1.58605770459117,0.439064458242489,"pituitary","bldg",NA,NA,NA
"NP_001004393.1",0.00584689450216043,2.23307474223984,0.43845392521852,"pituitary","bldg",NA,NA,NA
"NP_001025905.1",0.00574988103401937,2.2403411408414,0.438302938557776,"pituitary","bldg",NA,NA,NA
"XP_015134789.1",0.00640251430059231,2.19364944282261,0.437834346148595,"pituitary","bldg",NA,NA,NA
"XP_015140743.1",0.000957365449184613,3.01892225003062,0.437648180547241,"pituitary","bldg",NA,NA,NA
"XP_015136538.1",1.26268545568571e-06,5.89870482194921,0.437141590759493,"pituitary","bldg",NA,NA,NA
"NP_001026674.1",3.46373527972097e-06,5.46045530688262,0.436824606720112,"pituitary","bldg",NA,NA,NA
"XP_004946794.1",0.0324300116183544,1.48905289573695,0.436773253556367,"pituitary","bldg",NA,NA,NA
"XP_004940153.2",0.023204319266568,1.63443116773664,0.436692640005135,"pituitary","bldg",NA,NA,NA
"XP_417728.2",5.72825136953938e-06,5.24197793238865,0.436386199504486,"pituitary","bldg",NA,NA,NA
"XP_015142129.1",0.00142066567308533,2.84750811307708,0.436345474846735,"pituitary","bldg",NA,NA,NA
"XP_003640432.2",0.00419141390120695,2.3776394505633,0.435918976269159,"pituitary","bldg",NA,NA,NA
"XP_015151250.1",0.000132860497856043,3.87660412449926,0.435761384181906,"pituitary","bldg",NA,NA,NA
"XP_015143491.1",0.00231659221227648,2.63515040796426,0.434798367074382,"pituitary","bldg",NA,NA,NA
"XP_015134764.1",0.0533932531538136,1.27251361756298,0.434648349669043,"pituitary","bldg",NA,NA,NA
"XP_015143729.1",0.00293489679593019,2.53240716588011,0.433258745812979,"pituitary","bldg",NA,NA,NA
"XP_015154000.1",0.0112223151554225,1.94991753920242,0.432461116444336,"pituitary","bldg",NA,NA,NA
